epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,10158.1,1.23644,0.92528,1.37421,0.81545,0.71813,0.80008,0.47978,1.36111,1.00001,1.46048,0.001783,0.001783,0.001783
85,10278.6,1.22954,0.91361,1.36015,0.81373,0.7194,0.79961,0.47977,1.36126,0.99915,1.4603,0.001684,0.001684,0.001684
86,10399.1,1.22261,0.91334,1.35974,0.81374,0.72004,0.80006,0.48038,1.36144,0.99799,1.46032,0.001585,0.001585,0.001585
87,10519.5,1.23041,0.90785,1.36175,0.81329,0.72156,0.80014,0.4806,1.36131,0.99683,1.46013,0.001486,0.001486,0.001486
88,10640,1.21824,0.90203,1.35521,0.81357,0.72205,0.80027,0.4809,1.36183,0.99532,1.46053,0.001387,0.001387,0.001387
89,10761.6,1.20802,0.88285,1.34768,0.81466,0.7219,0.80027,0.48055,1.3625,0.9938,1.46069,0.001288,0.001288,0.001288
90,10886.8,1.20925,0.88667,1.34734,0.81529,0.72109,0.79992,0.48071,1.36291,0.99234,1.46111,0.001189,0.001189,0.001189
91,11011.9,1.22522,0.82208,1.36862,0.81551,0.72032,0.79926,0.48082,1.36339,0.99065,1.46187,0.00109,0.00109,0.00109
92,11133.7,1.19989,0.78357,1.3476,0.81607,0.71841,0.79896,0.48089,1.36406,0.98865,1.46257,0.000991,0.000991,0.000991
93,11253.3,1.18798,0.76368,1.33852,0.81515,0.71983,0.79873,0.48088,1.36438,0.98678,1.46275,0.000892,0.000892,0.000892
94,11372.7,1.18192,0.76269,1.33495,0.82104,0.71595,0.79863,0.48098,1.3647,0.98584,1.46347,0.000793,0.000793,0.000793
95,11492.1,1.1728,0.75027,1.32524,0.81539,0.7176,0.79796,0.48067,1.36546,0.98502,1.46448,0.000694,0.000694,0.000694
96,11611.6,1.16037,0.74627,1.319,0.81757,0.71908,0.79877,0.48026,1.36685,0.98314,1.4653,0.000595,0.000595,0.000595
97,11730.9,1.15143,0.73211,1.31553,0.81869,0.71639,0.79856,0.48013,1.36707,0.98262,1.46601,0.000496,0.000496,0.000496
98,11850.3,1.15534,0.73021,1.31704,0.81663,0.71819,0.79877,0.48024,1.36688,0.98178,1.46584,0.000397,0.000397,0.000397
99,11969.8,1.14472,0.71926,1.30783,0.81899,0.71656,0.79893,0.48051,1.36729,0.98112,1.46627,0.000298,0.000298,0.000298
100,12089.2,1.13341,0.71008,1.30398,0.8146,0.71744,0.79967,0.48041,1.3676,0.9809,1.4668,0.000199,0.000199,0.000199
