epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,9621.09,1.25422,0.94563,1.37516,0.78407,0.71255,0.7914,0.47444,1.38814,1.00643,1.45777,0.00208,0.00208,0.00208
82,9734.37,1.25255,0.94643,1.37486,0.78382,0.71435,0.79196,0.47474,1.38819,1.00487,1.45731,0.001981,0.001981,0.001981
83,9847.56,1.24766,0.93929,1.37373,0.78274,0.71573,0.79209,0.47476,1.38805,1.00445,1.45665,0.001882,0.001882,0.001882
84,9961.21,1.23132,0.92597,1.36824,0.78585,0.71397,0.79248,0.47489,1.3879,1.00343,1.4564,0.001783,0.001783,0.001783
85,10085.1,1.23109,0.91897,1.36051,0.78766,0.71474,0.79251,0.47485,1.38894,1.0015,1.45695,0.001684,0.001684,0.001684
86,10209.7,1.22547,0.91777,1.36078,0.78819,0.71191,0.79299,0.47523,1.38991,0.99949,1.45751,0.001585,0.001585,0.001585
87,10335.4,1.22524,0.91258,1.3595,0.79029,0.71203,0.79437,0.4755,1.39043,0.99783,1.4577,0.001486,0.001486,0.001486
88,10458,1.21928,0.90392,1.35456,0.78945,0.71159,0.79281,0.47533,1.39141,0.99617,1.45796,0.001387,0.001387,0.001387
89,10579.5,1.21008,0.88474,1.34398,0.79163,0.71132,0.79288,0.47552,1.39152,0.99455,1.45783,0.001288,0.001288,0.001288
90,10697.3,1.20772,0.88522,1.34149,0.79194,0.71202,0.7929,0.47599,1.39187,0.99288,1.45808,0.001189,0.001189,0.001189
91,10818.7,1.2277,0.81824,1.3598,0.79429,0.71099,0.79346,0.47586,1.39225,0.99098,1.45816,0.00109,0.00109,0.00109
92,10937.9,1.20451,0.78754,1.33999,0.79431,0.71283,0.79341,0.476,1.39286,0.9892,1.45843,0.000991,0.000991,0.000991
93,11061.4,1.19103,0.78109,1.33307,0.79637,0.71167,0.79315,0.47594,1.39343,0.9871,1.45865,0.000892,0.000892,0.000892
94,11183.7,1.18438,0.77088,1.32669,0.79623,0.71594,0.79346,0.47601,1.39445,0.98498,1.45935,0.000793,0.000793,0.000793
95,11304.8,1.1762,0.7589,1.32153,0.79753,0.71573,0.79358,0.47609,1.39519,0.98304,1.45998,0.000694,0.000694,0.000694
96,11422,1.16489,0.74642,1.31258,0.80044,0.71484,0.79316,0.47598,1.39585,0.98123,1.46057,0.000595,0.000595,0.000595
97,11537.6,1.16164,0.7434,1.31202,0.79922,0.71484,0.79319,0.47574,1.39657,0.97942,1.4612,0.000496,0.000496,0.000496
98,11652.9,1.15287,0.73088,1.30816,0.79736,0.71631,0.79285,0.47551,1.39774,0.97761,1.46176,0.000397,0.000397,0.000397
99,11768.2,1.14607,0.71877,1.29925,0.79858,0.71404,0.79292,0.47564,1.39813,0.97627,1.46226,0.000298,0.000298,0.000298
100,11883.6,1.13999,0.72108,1.29968,0.79982,0.71484,0.79281,0.47556,1.39877,0.97509,1.46283,0.000199,0.000199,0.000199
